date,state,district,pincode,age_0_5,age_5_17,age_18_greater,total_enrolments
2025-04-01,Gujarat,Sabarkantha,383001,123,50,23,196
2025-04-01,Gujarat,Rajkot,360003,280,88,66,434
2025-04-01,Gujarat,Surat,395007,139,41,10,190
2025-04-01,Gujarat,Banaskantha,385310,147,169,197,513
2025-05-01,Gujarat,Dahod,389151,162,156,185,503
2025-05-01,Gujarat,Ahmedabad,380001,171,61,13,245
2025-05-01,Gujarat,Banaskantha,385566,71,37,19,127
2025-05-01,Gujarat,Rajkot,360004,215,50,40,305
2025-05-01,Gujarat,Anand,388001,111,22,10,143
2025-05-01,Gujarat,The Dangs,394710,114,17,14,145
2025-05-01,Gujarat,Banaskantha,385120,124,115,18,257
2025-05-01,Gujarat,Dahod,389180,83,113,27,223
2025-05-01,Gujarat,Sabarkantha,383001,90,41,11,142
2025-05-01,Gujarat,Rajkot,360003,275,51,16,342
2025-05-01,Gujarat,Banaskantha,385310,136,101,27,264
2025-05-01,Gujarat,Rajkot,360007,126,45,40,211
2025-05-01,Gujarat,Gandhinagar,382721,251,28,16,295
2025-05-01,Gujarat,Rajkot,360002,213,47,20,280
2025-05-01,Gujarat,Banaskantha,385110,56,126,31,213
2025-05-01,Gujarat,Banaskantha,385001,219,112,16,347
2025-05-01,Gujarat,Dahod,389154,37,76,93,206
2025-05-01,Gujarat,Navsari,396445,122,21,15,158
2025-05-01,Gujarat,Bharuch,392001,198,23,10,231
2025-05-01,Gujarat,Surat,395004,406,183,14,603
2025-05-01,Gujarat,Jamnagar,361005,107,18,25,150
2025-05-01,Gujarat,Kachchh,370165,59,79,12,150
2025-05-01,Gujarat,Surat,394210,502,190,11,703
2025-05-01,Gujarat,Dahod,389140,45,35,86,166
2025-05-01,Gujarat,Surat,395006,410,147,13,570
2025-05-01,Gujarat,Bharuch,393001,105,46,13,164
2025-05-01,Gujarat,Surat,394180,78,22,10,110
2025-05-01,Gujarat,Panchmahals,389001,195,54,32,281
2025-05-01,Gujarat,Patan,384265,166,40,12,218
2025-05-01,Gujarat,Rajkot,360050,148,23,12,183
2025-05-01,Gujarat,Morbi,363621,164,38,26,228
2025-05-01,Gujarat,Rajkot,360006,79,18,21,118
2025-05-01,Gujarat,Gir Somnath,362560,100,40,14,154
2025-05-01,Gujarat,Dahod,389155,72,97,57,226
2025-05-01,Gujarat,Mahesana,384001,178,26,13,217
2025-05-01,Gujarat,Rajkot,360001,161,37,31,229
2025-05-01,Gujarat,Banaskantha,385565,95,49,13,157
2025-05-01,Gujarat,Dahod,389382,42,35,75,152
2025-05-01,Gujarat,Banaskantha,385535,325,125,25,475
2025-05-01,Gujarat,Valsad,396065,277,101,20,398
2025-05-01,Gujarat,Rajkot,360005,158,41,41,240
2025-05-01,Gujarat,Vadodara,390019,158,78,10,246
2025-05-01,Gujarat,Jamnagar,361001,179,29,10,218
2025-05-01,Gujarat,Ahmedabad,380026,121,47,12,180
2025-05-01,Gujarat,The Dangs,394716,60,32,24,116
2025-05-01,Gujarat,Ahmedabad,380051,92,54,12,158
2025-05-01,Gujarat,Jamnagar,361006,93,20,21,134
2025-05-01,Gujarat,Devbhumi Dwarka,361305,131,13,10,154
2025-05-01,Gujarat,Dahod,389152,58,61,56,175
2025-05-01,Gujarat,Banaskantha,385575,74,29,19,122
2025-05-01,Gujarat,Dahod,389170,107,96,19,222
2025-05-01,Gujarat,Ahmedabad,382345,119,55,15,189
2025-05-01,Gujarat,Kheda,387001,89,18,33,140
2025-05-01,Gujarat,Ahmedabad,382418,102,69,11,182
2025-05-01,Gujarat,Morbi,363641,225,50,20,295
2025-06-01,Gujarat,Ahmadabad,380001,210,159,14,383
2025-06-01,Gujarat,Gandhinagar,382721,204,67,41,312
2025-06-01,Gujarat,Rajkot,363520,114,194,16,324
2025-06-01,Gujarat,Dang,394716,81,32,34,147
2025-06-01,Gujarat,Banas Kantha,385001,381,320,20,721
2025-06-01,Gujarat,Dohad,389380,167,40,10,217
2025-06-01,Gujarat,Dang,394710,141,40,36,217
2025-06-01,Gujarat,Ahmadabad,382445,61,89,11,161
2025-06-01,Gujarat,Banas Kantha,385330,105,145,17,267
2025-06-01,Gujarat,Dohad,389382,57,89,59,205
2025-06-01,Gujarat,Banas Kantha,385545,82,131,19,232
2025-06-01,Gujarat,Ahmadabad,382421,147,59,13,219
2025-06-01,Gujarat,Banas Kantha,385320,156,191,36,383
2025-06-01,Gujarat,Bhavnagar,364290,189,39,11,239
2025-06-01,Gujarat,Patan,384151,207,80,11,298
2025-06-01,Gujarat,Anand,388001,134,46,11,191
2025-06-01,Gujarat,Dohad,389140,48,131,10,189
2025-06-01,Gujarat,Kachchh,370201,73,49,11,133
2025-06-01,Gujarat,Ahmadabad,380016,107,60,12,179
2025-06-01,Gujarat,Morbi,363641,534,256,10,800
2025-06-01,Gujarat,Banas Kantha,385535,483,502,21,1006
2025-06-01,Gujarat,Banas Kantha,385310,215,346,31,592
2025-06-01,Gujarat,Chhotaudepur,391110,97,34,10,141
2025-06-01,Gujarat,Dohad,389170,192,397,21,610
2025-06-01,Gujarat,Vadodara,390019,233,114,15,362
2025-06-01,Gujarat,Dohad,389180,157,365,27,549
2025-06-01,Gujarat,Botad,364710,289,64,11,364
2025-06-01,Gujarat,Morbi,363621,243,110,16,369
2025-06-01,Gujarat,Ahmadabad,382350,160,113,10,283
2025-06-01,Gujarat,Dohad,389155,123,215,17,355
2025-06-01,Gujarat,Dohad,389175,93,87,20,200
2025-06-01,Gujarat,Dohad,389151,325,511,27,863
2025-06-01,Gujarat,Porbandar,360575,209,57,11,277
2025-06-01,Gujarat,Mahisagar,389260,106,37,18,161
2025-07-01,Gujarat,Bhavnagar,364140,218,83,11,312
2025-07-01,Gujarat,Mahisagar,389210,192,113,10,315
2025-07-01,Gujarat,Dohad,389180,334,919,49,1302
2025-07-01,Gujarat,Surat,395007,264,90,12,366
2025-07-01,Gujarat,Dohad,389382,131,190,22,343
2025-07-01,Gujarat,Patan,384241,73,38,11,122
2025-07-01,Gujarat,Ahmadabad,382220,208,114,16,338
2025-07-01,Gujarat,Jamnagar,361001,235,55,10,300
2025-07-01,Gujarat,Ahmadabad,380016,153,106,12,271
2025-07-01,Gujarat,Rajkot,360002,582,134,34,750
2025-07-01,Gujarat,Devbhumi Dwarka,360510,103,26,19,148
2025-07-01,Gujarat,Banas Kantha,385135,128,208,24,360
2025-07-01,Gujarat,Gandhinagar,382721,269,86,116,471
2025-07-01,Gujarat,Chhotaudepur,391135,102,66,25,193
2025-07-01,Gujarat,Banas Kantha,385530,100,180,12,292
2025-07-01,Gujarat,Morbi,363621,368,147,81,596
2025-07-01,Gujarat,Kachchh,370001,295,138,13,446
2025-07-01,Gujarat,Dohad,389190,245,356,29,630
2025-07-01,Gujarat,Surendranagar,363030,152,43,19,214
2025-07-01,Gujarat,Banas Kantha,385550,251,255,18,524
2025-07-01,Gujarat,Porbandar,360579,84,33,17,134
2025-07-01,Gujarat,Botad,364750,170,79,10,259
2025-07-01,Gujarat,Amreli,364515,128,34,15,177
2025-07-01,Gujarat,Rajkot,360004,335,124,31,490
2025-07-01,Gujarat,Banas Kantha,385565,319,329,35,683
2025-07-01,Gujarat,Sabar Kantha,383205,99,41,15,155
2025-07-01,Gujarat,Ahmedabad,382440,144,273,17,434
2025-07-01,Gujarat,Navsari,396445,191,47,19,257
2025-07-01,Gujarat,Ahmadabad,380015,135,89,15,239
2025-07-01,Gujarat,Jamnagar,361012,76,35,10,121
2025-07-01,Gujarat,Mahesana,382715,282,96,21,399
2025-07-01,Gujarat,Devbhumi Dwarka,361305,213,108,19,340
2025-07-01,Gujarat,Dohad,389172,321,304,23,648
2025-07-01,Gujarat,Dohad,389380,225,174,20,419
2025-07-01,Gujarat,Kheda,387620,235,150,24,409
2025-07-01,Gujarat,Rajkot,360050,166,115,11,292
2025-07-01,Gujarat,Bhavnagar,364001,428,86,14,528
2025-07-01,Gujarat,Ahmadabad,382330,321,197,15,533
2025-07-01,Gujarat,Anand,387115,88,28,12,128
2025-07-01,Gujarat,Dohad,389140,122,286,21,429
2025-07-01,Gujarat,Surat,395003,226,112,10,348
2025-07-01,Gujarat,Amreli,365601,195,20,12,227
2025-07-01,Gujarat,Anand,388307,78,26,12,116
2025-07-01,Gujarat,Chhotaudepur,391150,129,151,32,312
2025-07-01,Gujarat,Banas Kantha,385560,60,59,10,129
2025-07-01,Gujarat,Panch Mahals,389001,389,191,24,604
2025-07-01,Gujarat,Banas Kantha,385130,75,105,10,190
2025-07-01,Gujarat,Sabar Kantha,383255,70,135,21,226
2025-07-01,Gujarat,Bhavnagar,364310,118,20,11,149
2025-07-01,Gujarat,Ahmedabad,387810,253,116,19,388
2025-07-01,Gujarat,Ahmadabad,382421,116,68,12,196
2025-07-01,Gujarat,Sabar Kantha,383001,240,104,37,381
2025-07-01,Gujarat,Banas Kantha,385555,144,130,15,289
2025-07-01,Gujarat,Rajkot,360370,236,54,23,313
2025-07-01,Gujarat,Gir Somnath,362275,168,52,17,237
2025-07-01,Gujarat,Morbi,363641,742,298,51,1091
2025-07-01,Gujarat,Banas Kantha,385001,517,378,47,942
2025-07-01,Gujarat,Chhotaudepur,391160,167,154,45,366
2025-07-01,Gujarat,Dohad,389154,119,415,32,566
2025-07-01,Gujarat,Morbi,363330,330,255,22,607
2025-07-01,Gujarat,Ahmadabad,380001,419,214,10,643
2025-07-01,Gujarat,Bhavnagar,364290,305,56,35,396
2025-07-01,Gujarat,Vadodara,390019,251,151,26,428
2025-07-01,Gujarat,Patan,385360,193,167,29,389
2025-07-01,Gujarat,Mahesana,384355,140,54,11,205
2025-07-01,Gujarat,Sabar Kantha,383422,105,382,12,499
2025-07-01,Gujarat,Dang,394716,86,57,43,186
2025-07-01,Gujarat,Bhavnagar,364130,104,54,14,172
2025-07-01,Gujarat,Gir Somnath,362268,508,167,19,694
2025-07-01,Gujarat,Banas Kantha,385545,118,221,30,369
2025-07-01,Gujarat,Chhotaudepur,391165,194,260,61,515
2025-07-01,Gujarat,Dohad,389151,494,743,91,1328
2025-07-01,Gujarat,Porbandar,360575,323,44,29,396
2025-07-01,Gujarat,Gir Somnath,362720,324,68,21,413
2025-07-01,Gujarat,Banas Kantha,385330,171,265,19,455
2025-07-01,Gujarat,Surendranagar,363310,335,331,31,697
2025-07-01,Gujarat,Patan,385340,310,275,30,615
2025-07-01,Gujarat,Dohad,389155,228,446,84,758
2025-07-01,Gujarat,Arvalli,383325,225,33,11,269
2025-07-01,Gujarat,Panch Mahals,389350,132,72,13,217
2025-07-01,Gujarat,Kheda,388255,209,50,14,273
2025-07-01,Gujarat,Morbi,363650,109,34,14,157
2025-07-01,Gujarat,Kachchh,370145,40,103,13,156
2025-07-01,Gujarat,Dang,394710,223,50,49,322
2025-07-01,Gujarat,Vadodara,391440,196,30,20,246
2025-07-01,Gujarat,Rajkot,360311,382,131,16,529
2025-07-01,Gujarat,Anand,388180,99,33,22,154
2025-07-01,Gujarat,Rajkot,363520,216,427,18,661
2025-07-01,Gujarat,Surat,394210,731,536,22,1289
2025-07-01,Gujarat,Anand,388001,167,59,29,255
2025-07-01,Gujarat,Rajkot,360001,226,120,16,362
2025-07-01,Gujarat,Banas Kantha,385535,742,892,69,1703
2025-07-01,Gujarat,Chhotaudepur,391125,85,39,11,135
2025-07-01,Gujarat,Banas Kantha,385421,140,63,11,214
2025-07-01,Gujarat,Morbi,363642,240,91,47,378
2025-07-01,Gujarat,Botad,363421,170,78,16,264
2025-07-01,Gujarat,Dohad,389170,327,727,34,1088
2025-07-01,Gujarat,Patan,384265,289,171,49,509
2025-07-01,Gujarat,Surat,395010,863,540,21,1424
2025-07-01,Gujarat,Sabar Kantha,383270,168,417,37,622
2025-07-01,Gujarat,Banas Kantha,385320,341,532,25,898
2025-07-01,Gujarat,Rajkot,363440,119,169,16,304
2025-07-01,Gujarat,Arvalli,383315,251,70,11,332
2025-07-01,Gujarat,Ahmadabad,382350,471,267,16,754
2025-07-01,Gujarat,Sabar Kantha,383430,90,33,13,136
2025-07-01,Gujarat,Rajkot,360022,86,45,16,147
2025-07-01,Gujarat,Surendra Nagar,382775,137,104,10,251
2025-07-01,Gujarat,Surendra Nagar,382750,113,68,11,192
2025-07-01,Gujarat,Jamnagar,360490,177,29,10,216
2025-07-01,Gujarat,Patan,384151,288,107,22,417
2025-07-01,Gujarat,Valsad,396065,581,261,30,872
2025-07-01,Gujarat,Panch Mahals,389341,140,82,17,239
2025-07-01,Gujarat,Surat,395006,610,303,16,929
2025-07-01,Gujarat,Ahmadabad,382150,218,151,19,388
2025-07-01,Gujarat,Surendranagar,363530,171,200,28,399
2025-07-01,Gujarat,Ahmadabad,382345,281,145,12,438
2025-07-01,Gujarat,Kachchh,370165,155,316,17,488
2025-07-01,Gujarat,Kachchh,370140,74,73,23,170
2025-07-01,Gujarat,Mahesana,384001,235,71,18,324
2025-07-01,Gujarat,Panch Mahals,389365,65,58,36,159
2025-07-01,Gujarat,Ahmadabad,382230,94,80,13,187
2025-07-01,Gujarat,Patan,384245,276,124,23,423
2025-07-01,Gujarat,Banas Kantha,385575,197,214,17,428
2025-07-01,Gujarat,Patan,384240,138,78,27,243
2025-07-01,Gujarat,Ahmadabad,380018,74,32,11,117
2025-07-01,Gujarat,Bhavnagar,364002,222,40,11,273
2025-07-01,Gujarat,Bhavnagar,364240,176,43,19,238
2025-07-01,Gujarat,Rajkot,360005,219,118,19,356
2025-07-01,Gujarat,Banas Kantha,385310,382,699,84,1165
2025-07-01,Gujarat,Jamnagar,361006,199,55,15,269
2025-07-01,Gujarat,Dohad,389152,156,301,33,490
2025-07-01,Gujarat,Banas Kantha,385566,305,257,25,587
2025-07-01,Gujarat,Botad,364710,460,89,18,567
2025-07-01,Gujarat,Ahmadabad,380058,174,91,15,280
2025-07-01,Gujarat,Amreli,365560,201,74,23,298
2025-07-01,Gujarat,Mahesana,384315,164,48,17,229
2025-07-01,Gujarat,Kachchh,370155,175,237,16,428
2025-07-01,Gujarat,Sabar Kantha,383220,120,32,12,164
2025-07-01,Gujarat,Mahisagar,389260,177,49,23,249
2025-07-01,Gujarat,Vadodara,391770,60,36,14,110
2025-07-01,Gujarat,Anand,388540,166,11,16,193
2025-07-01,Gujarat,Patan,384285,143,170,28,341
2025-07-01,Gujarat,Chhotaudepur,391168,53,69,24,146
2025-07-01,Gujarat,Anand,388620,155,22,13,190
2025-03-20,Andhra Pradesh,Spsr Nellore,524311,15,19,17,51
2025-03-20,Andhra Pradesh,Spsr Nellore,524002,28,25,12,65
2025-06-01,Andhra Pradesh,Visakhapatanam,531029,186,28,12,226
2025-06-01,Andhra Pradesh,Spsr Nellore,524345,87,44,24,155
2025-06-01,Andhra Pradesh,Spsr Nellore,524315,92,84,41,217
2025-06-01,Andhra Pradesh,Spsr Nellore,524304,15,29,18,62
2025-06-01,Andhra Pradesh,Spsr Nellore,524305,121,46,16,183
2025-06-01,Andhra Pradesh,Spsr Nellore,524201,222,65,45,332
2025-06-01,Andhra Pradesh,Spsr Nellore,524411,54,36,19,109
2025-06-01,Andhra Pradesh,Spsr Nellore,524308,53,21,11,85
2025-06-01,Andhra Pradesh,Spsr Nellore,524309,44,23,13,80
2025-06-01,Andhra Pradesh,Spsr Nellore,524322,54,57,14,125
2025-07-01,Andhra Pradesh,Spsr Nellore,524345,56,59,15,130
2025-07-01,Andhra Pradesh,Spsr Nellore,524411,78,54,15,147
2025-07-01,Andhra Pradesh,Spsr Nellore,524004,176,102,18,296
2025-07-01,Andhra Pradesh,Spsr Nellore,524413,29,22,14,65
2025-07-01,Andhra Pradesh,Prakasam,523105,91,108,38,237
2025-07-01,Andhra Pradesh,Spsr Nellore,524223,43,27,11,81
2025-09-01,Andhra Pradesh,Sri Potti Sriramulu Nellore,524142,0,11,3,14
2025-09-01,Andhra Pradesh,Guntur,522001,11,3,0,14
2025-09-01,Andhra Pradesh,Kurnool,518360,13,3,0,16
2025-09-01,Andhra Pradesh,Hyderabad,500008,10,4,0,14
2025-09-02,Andhra Pradesh,Annamayya,517325,3,0,9,12
2025-09-02,Andhra Pradesh,Kurnool,518344,13,2,0,15
2025-09-02,Andhra Pradesh,Kurnool,518422,12,0,0,12
2025-09-02,Andhra Pradesh,Kurnool,518360,11,1,0,12
2025-09-03,Andhra Pradesh,Hyderabad,500008,10,2,0,12
2025-09-03,Andhra Pradesh,Nellore,524201,10,2,0,12
2025-09-03,Andhra Pradesh,Kurnool,518002,14,1,0,15
2025-09-04,Andhra Pradesh,Chittoor,517425,13,0,0,13
2025-09-06,Andhra Pradesh,Kurnool,518002,11,2,0,13
2025-09-06,Andhra Pradesh,Guntur,522001,12,2,0,14
2025-09-06,Andhra Pradesh,Kurnool,518301,15,1,1,17
2025-09-06,Andhra Pradesh,Sri Potti Sriramulu Nellore,524152,1,10,3,14
2025-09-08,Andhra Pradesh,Chittoor,517325,13,0,0,13
2025-09-08,Andhra Pradesh,Tirupati,524406,0,13,4,17
2025-09-09,Andhra Pradesh,Kurnool,518301,17,0,0,17
2025-09-09,Andhra Pradesh,East Godavari,533101,12,2,0,14
2025-09-11,Andhra Pradesh,Kurnool,518301,9,3,0,12
2025-09-11,Andhra Pradesh,Chittoor,517425,13,1,0,14
2025-09-13,Andhra Pradesh,Hyderabad,500008,12,1,0,13
2025-09-16,Andhra Pradesh,Chittoor,517425,10,2,0,12
2025-09-16,Andhra Pradesh,Guntur,522426,8,4,0,12
2025-09-16,Andhra Pradesh,Kurnool,518001,12,1,0,13
2025-09-17,Andhra Pradesh,Kurnool,518301,11,1,0,12
2025-09-17,Andhra Pradesh,Hyderabad,500053,12,3,0,15
2025-09-22,Andhra Pradesh,Tirupati,517541,0,9,3,12
2025-09-22,Andhra Pradesh,Tirupati,517619,0,12,0,12
2025-09-23,Andhra Pradesh,Tirupati,517526,1,14,0,15
2025-09-23,Andhra Pradesh,Chittoor,517425,12,0,0,12
2025-09-23,Andhra Pradesh,Visakhapatnam,531040,12,0,0,12
2025-09-24,Andhra Pradesh,Kurnool,518302,13,1,0,14
2025-09-25,Andhra Pradesh,Tirupati,517541,0,7,5,12
2025-09-26,Andhra Pradesh,Tirupati,517541,0,22,3,25
2025-10-13,Andhra Pradesh,Kurnool,518360,12,1,0,13
2025-10-13,Andhra Pradesh,Chittoor,517408,9,3,0,12
2025-10-13,Andhra Pradesh,Kurnool,518301,9,3,0,12
2025-10-13,Andhra Pradesh,Chittoor,517425,13,0,0,13
2025-10-15,Andhra Pradesh,Visakhapatnam,531105,13,2,0,15
2025-10-15,Andhra Pradesh,Kurnool,518360,11,2,0,13
2025-10-15,Andhra Pradesh,Visakhapatnam,531149,12,0,0,12
2025-10-17,Andhra Pradesh,East Godavari,533101,18,0,0,18
2025-10-17,Andhra Pradesh,Hyderabad,500064,13,1,0,14
2025-10-17,Andhra Pradesh,Kurnool,518360,12,2,0,14
2025-10-17,Andhra Pradesh,Kurnool,518501,13,1,0,14
2025-10-17,Andhra Pradesh,Hyderabad,500053,14,7,0,21
2025-10-17,Andhra Pradesh,Kurnool,518301,12,0,0,12
2025-10-17,Andhra Pradesh,Cuddapah,516269,16,1,0,17
2025-10-17,Andhra Pradesh,Cuddapah,516360,10,2,0,12
2025-10-17,Andhra Pradesh,Hyderabad,500005,11,1,0,12
2025-10-17,Andhra Pradesh,Visakhapatnam,531149,21,0,0,21
2025-10-17,Andhra Pradesh,Visakhapatnam,531151,12,0,0,12
2025-10-17,Andhra Pradesh,Chittoor,517247,12,1,0,13
2025-10-17,Andhra Pradesh,Chittoor,517425,16,2,0,18
2025-10-17,Andhra Pradesh,Hyderabad,500023,10,2,0,12
2025-10-17,Andhra Pradesh,Chittoor,517247,12,1,0,13
2025-10-17,Andhra Pradesh,Chittoor,517425,16,2,0,18
2025-10-17,Andhra Pradesh,Hyderabad,500023,10,2,0,12
2025-10-19,Andhra Pradesh,Prakasam,523001,11,2,0,13
2025-10-19,Andhra Pradesh,Kurnool,518222,12,0,0,12
2025-10-24,Andhra Pradesh,Visakhapatnam,531151,12,1,0,13
2025-10-24,Andhra Pradesh,Kurnool,518360,12,1,0,13
2025-10-24,Andhra Pradesh,Visakhapatnam,531105,7,5,0,12
2025-10-25,Andhra Pradesh,Hyderabad,500008,10,6,0,16
2025-10-25,Andhra Pradesh,Kurnool,518360,19,0,0,19
2025-10-25,Andhra Pradesh,Hyderabad,500008,10,6,0,16
2025-10-25,Andhra Pradesh,Kurnool,518360,19,0,0,19
2025-10-25,Andhra Pradesh,Kurnool,518001,13,0,0,13
2025-10-25,Andhra Pradesh,Chittoor,517425,13,0,0,13
2025-10-25,Andhra Pradesh,Kurnool,518501,10,1,1,12
2025-10-25,Andhra Pradesh,Hyderabad,500053,13,1,0,14
2025-10-25,Andhra Pradesh,Kurnool,518301,11,3,0,14
2025-10-27,Andhra Pradesh,Kurnool,518360,10,2,0,12
2025-10-28,Andhra Pradesh,Kurnool,518344,14,1,0,15
2025-10-30,Andhra Pradesh,Chittoor,517425,13,2,0,15
2025-10-30,Andhra Pradesh,Hyderabad,500028,10,2,0,12
2025-10-30,Andhra Pradesh,Hyderabad,500064,7,6,0,13
2025-10-30,Andhra Pradesh,Kurnool,518001,21,4,0,25
2025-10-30,Andhra Pradesh,Kurnool,518301,19,3,0,22
2025-10-30,Andhra Pradesh,Hyderabad,500053,15,7,0,22
2025-10-30,Andhra Pradesh,Kurnool,518002,15,1,0,16
2025-10-30,Andhra Pradesh,Kurnool,518003,15,3,0,18
2025-10-30,Andhra Pradesh,Kurnool,518222,13,0,0,13
2025-10-30,Andhra Pradesh,Kurnool,518462,13,1,0,14
2025-10-30,Andhra Pradesh,Hyderabad,500008,19,2,0,21
2025-10-30,Andhra Pradesh,Kurnool,518313,11,2,0,13
2025-10-30,Andhra Pradesh,Kurnool,518360,22,0,0,22
2025-10-30,Andhra Pradesh,Kurnool,518422,16,0,0,16
2025-10-30,Andhra Pradesh,Nellore,524223,11,1,0,12
2025-10-31,Andhra Pradesh,Kurnool,518003,11,1,0,12
2025-10-31,Andhra Pradesh,Hyderabad,500008,9,3,0,12
2025-10-31,Andhra Pradesh,Kurnool,518462,10,2,0,12
2025-11-02,Andhra Pradesh,Hyderabad,500008,17,7,0,24
2025-11-02,Andhra Pradesh,Kurnool,518501,14,1,0,15
2025-11-02,Andhra Pradesh,Krishna,521001,16,0,0,16
2025-11-02,Andhra Pradesh,East Godavari,533101,15,0,0,15
2025-11-02,Andhra Pradesh,Kurnool,518002,13,2,0,15
2025-11-02,Andhra Pradesh,Kurnool,518003,16,3,0,19
2025-11-02,Andhra Pradesh,Srikakulam,532312,11,1,0,12
2025-11-02,Andhra Pradesh,Chittoor,517425,14,0,0,14
2025-11-02,Andhra Pradesh,Hyderabad,500053,10,3,0,13
2025-11-02,Andhra Pradesh,Kurnool,518001,14,2,0,16
2025-11-05,Andhra Pradesh,Kurnool,518501,13,3,0,16
2025-11-05,Andhra Pradesh,Cuddapah,516360,12,0,0,12
2025-11-05,Andhra Pradesh,Guntur,522503,13,0,0,13
2025-11-05,Andhra Pradesh,Kurnool,518360,15,0,0,15
2025-11-05,Andhra Pradesh,Chittoor,517425,16,1,0,17
2025-11-05,Andhra Pradesh,Guntur,522616,13,0,0,13
2025-11-06,Andhra Pradesh,Cuddapah,516360,12,1,0,13
2025-11-13,Andhra Pradesh,Guntur,522503,14,0,1,15
2025-11-13,Andhra Pradesh,Chittoor,517425,10,0,2,12
2025-11-15,Andhra Pradesh,Guntur,522101,10,3,0,13
2025-11-15,Andhra Pradesh,Guntur,522601,13,1,0,14
2025-11-15,Andhra Pradesh,Hyderabad,500053,15,2,0,17
2025-11-15,Andhra Pradesh,Kurnool,518501,19,0,0,19
2025-11-15,Andhra Pradesh,Cuddapah,516360,16,2,0,18
2025-11-15,Andhra Pradesh,Guntur,522001,12,0,0,12
2025-11-15,Andhra Pradesh,Prakasam,523001,13,2,0,15
2025-11-15,Andhra Pradesh,Chittoor,517408,11,1,0,12
2025-11-15,Andhra Pradesh,Chittoor,517425,19,0,0,19
2025-11-15,Andhra Pradesh,East Godavari,533101,13,1,0,14
2025-11-15,Andhra Pradesh,Kurnool,518001,15,0,0,15
2025-11-15,Andhra Pradesh,Hyderabad,500013,11,1,0,12
2025-11-15,Andhra Pradesh,Kurnool,518002,16,2,0,18
2025-11-15,Andhra Pradesh,Kurnool,518301,21,1,0,22
2025-11-15,Andhra Pradesh,Kurnool,518360,16,2,0,18
2025-11-15,Andhra Pradesh,Visakhapatnam,531055,12,0,0,12
2025-11-15,Andhra Pradesh,Chittoor,517501,14,1,0,15
2025-11-15,Andhra Pradesh,Guntur,522503,19,2,0,21
2025-11-15,Andhra Pradesh,Kurnool,518422,12,0,0,12
2025-11-17,Andhra Pradesh,Tirupati,524131,0,7,5,12
2025-11-17,Andhra Pradesh,Tirupati,524412,0,20,0,20
2025-11-18,Andhra Pradesh,Kurnool,518360,12,1,0,13
2025-11-19,Andhra Pradesh,Chittoor,517325,12,0,0,12
2025-11-19,Andhra Pradesh,Cuddapah,516269,12,2,0,14
2025-11-19,Andhra Pradesh,Guntur,522601,12,1,0,13
2025-11-19,Andhra Pradesh,Hyderabad,500008,9,3,0,12
2025-11-19,Andhra Pradesh,Kurnool,518301,12,1,0,13
2025-11-19,Andhra Pradesh,Kurnool,518360,15,1,0,16
2025-11-19,Andhra Pradesh,Kurnool,518401,11,1,0,12
2025-11-19,Andhra Pradesh,Kurnool,518422,14,1,0,15
2025-11-19,Andhra Pradesh,Kurnool,518462,12,0,0,12
2025-11-19,Andhra Pradesh,Kurnool,518501,16,2,0,18
2025-11-19,Andhra Pradesh,Nellore,524004,13,4,0,17
2025-11-19,Andhra Pradesh,Nellore,524126,13,0,0,13
2025-11-19,Andhra Pradesh,East Godavari,533101,11,1,0,12
2025-11-19,Andhra Pradesh,Guntur,522413,13,1,0,14
2025-11-19,Andhra Pradesh,Guntur,522503,14,1,0,15
2025-11-19,Andhra Pradesh,Hyderabad,500028,10,4,0,14
2025-11-19,Andhra Pradesh,Hyderabad,500053,17,3,0,20
2025-11-19,Andhra Pradesh,Krishna,520007,12,2,0,14
2025-11-19,Andhra Pradesh,Chittoor,517425,13,1,0,14
2025-11-25,Andhra Pradesh,Chittoor,517501,13,0,0,13
2025-11-25,Andhra Pradesh,Chittoor,517501,13,0,0,13
2025-11-25,Andhra Pradesh,Guntur,522410,12,0,0,12
2025-11-25,Andhra Pradesh,Kurnool,518301,9,3,0,12
2025-11-25,Andhra Pradesh,Cuddapah,516269,12,0,0,12
2025-11-25,Andhra Pradesh,Chittoor,517425,13,3,0,16
2025-11-25,Andhra Pradesh,Guntur,522601,11,1,0,12
2025-12-15,Andhra Pradesh,Chittoor,517425,19,1,3,23
2025-12-15,Andhra Pradesh,Guntur,522503,12,1,0,13
2025-12-15,Andhra Pradesh,Nellore,524002,11,2,0,13
2025-12-15,Andhra Pradesh,Guntur,522001,11,1,0,12
2025-12-15,Andhra Pradesh,Krishna,521001,9,5,0,14
2025-12-15,Andhra Pradesh,Chittoor,517247,12,0,0,12
2025-12-15,Andhra Pradesh,Guntur,522601,17,1,0,18
2025-12-15,Andhra Pradesh,Hyderabad,500053,12,1,0,13
2025-12-15,Andhra Pradesh,Kurnool,518301,11,0,1,12
2025-12-15,Andhra Pradesh,Kurnool,518360,10,1,1,12
2025-12-15,Andhra Pradesh,Sri Potti Sriramulu Nellore,524002,3,11,1,15
2025-12-15,Andhra Pradesh,Hyderabad,500008,13,4,0,17
2025-12-15,Andhra Pradesh,Kurnool,518313,11,3,0,14
2025-12-15,Andhra Pradesh,Kurnool,518501,18,2,0,20
2025-12-15,Andhra Pradesh,Tirupati,524101,1,12,1,14
